Image Path,Question,Predicted Answer,Correct Answer
DS-MVTec/bottle/image/broken_small/000.png,There is a defect in the object. What is the type of the defect?,B,C
DS-MVTec/bottle/image/broken_small/000.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/bottle/image/broken_small/000.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/bottle/image/broken_small/000.png,There is a defect in the object. What is the effect of the defect on the bottle?,C,C
DS-MVTec/bottle/image/broken_small/001.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/broken_small/001.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/bottle/image/broken_small/001.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/bottle/image/broken_small/001.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/bottle/image/broken_small/001.png,There is a defect in the object. How does the defect affect the appearance of the bottle?,C,C
DS-MVTec/bottle/image/broken_small/002.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/broken_small/002.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/bottle/image/broken_small/002.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/bottle/image/broken_small/002.png,There is a defect in the object. What is the potential effect of the defect?,D,D
DS-MVTec/bottle/image/broken_small/003.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/broken_small/003.png,There is a defect in the object. What is the type of the defect?,A,A
DS-MVTec/bottle/image/broken_small/003.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/bottle/image/broken_small/003.png,There is a defect in the object. How does the defect affect the bottle's appearance?,D,D
DS-MVTec/bottle/image/broken_small/004.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/broken_small/004.png,There is a defect in the object. What is the type of the defect?,A,A
DS-MVTec/bottle/image/broken_small/004.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/bottle/image/broken_small/004.png,There is a defect in the object. What effect does the defect have?,A,A
DS-MVTec/bottle/image/broken_small/005.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/broken_small/005.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/bottle/image/broken_small/005.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/bottle/image/broken_small/005.png,There is a defect in the object. What effect does the defect have on the bottle's opening?,A,A
DS-MVTec/bottle/image/broken_small/006.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/broken_small/006.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/bottle/image/broken_small/006.png,There is a defect in the object. Where is the defect?,A,A
DS-MVTec/bottle/image/broken_small/006.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/bottle/image/broken_small/006.png,There is a defect in the object. How does the defect affect the appearance of the object?,D,D
DS-MVTec/bottle/image/broken_small/007.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/broken_small/007.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/bottle/image/broken_small/007.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/bottle/image/broken_small/007.png,There is a defect in the object. How does the defect affect the object's appearance?,C,C
DS-MVTec/bottle/image/broken_small/008.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/broken_small/008.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/bottle/image/broken_small/008.png,There is a defect in the object. Where is the defect?,A,A
DS-MVTec/bottle/image/broken_small/008.png,There is a defect in the object. What is the appearance of the defect?,D,A
DS-MVTec/bottle/image/broken_small/008.png,There is a defect in the object. How does the defect area compare to the rest of the rim?,B,B
DS-MVTec/bottle/image/broken_small/009.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/broken_small/009.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/bottle/image/broken_small/009.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/bottle/image/broken_small/009.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/bottle/image/broken_small/009.png,There is a defect in the object. How does the defect affect the object?,B,B
DS-MVTec/bottle/image/broken_small/010.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/broken_small/010.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/bottle/image/broken_small/010.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/bottle/image/broken_small/010.png,There is a defect in the object. How does the defect affect the object's appearance?,C,C
DS-MVTec/bottle/image/broken_small/011.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/broken_small/011.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/bottle/image/broken_small/011.png,There is a defect in the object. What is the effect of the defect on the bottle's appearance?,D,D
DS-MVTec/bottle/image/broken_small/012.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/broken_small/012.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/bottle/image/broken_small/012.png,There is a defect in the object. What is the effect of the defect on the bottle?,C,C
DS-MVTec/bottle/image/broken_small/013.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/broken_small/013.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/bottle/image/broken_small/013.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/bottle/image/broken_small/013.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/bottle/image/broken_small/014.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/broken_small/014.png,There is a defect in the object. What is the type of the defect?,A,A
DS-MVTec/bottle/image/broken_small/014.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/bottle/image/broken_small/014.png,There is a defect in the object. How does the defect contrast with the surrounding area?,D,D
DS-MVTec/bottle/image/broken_small/015.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/broken_small/015.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/bottle/image/broken_small/015.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/bottle/image/broken_small/015.png,There is a defect in the object. How does the defect affect the object?,C,C
DS-MVTec/bottle/image/broken_small/016.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/broken_small/016.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/bottle/image/broken_small/016.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/bottle/image/broken_small/016.png,There is a defect in the object. What could be the effect of the defect?,D,D
DS-MVTec/bottle/image/broken_small/017.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/broken_small/017.png,There is a defect in the object. What is the type of the defect?,A,A
DS-MVTec/bottle/image/broken_small/017.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/bottle/image/broken_small/017.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/bottle/image/broken_small/017.png,There is a defect in the object. What is the effect of the defect on the bottle's appearance?,A,A
DS-MVTec/bottle/image/broken_small/018.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/broken_small/018.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/bottle/image/broken_small/018.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/bottle/image/broken_small/018.png,There is a defect in the object. What effect does the defect have on the object?,B,B
DS-MVTec/bottle/image/broken_small/019.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/broken_small/019.png,There is a defect in the object. What is the type of the defect?,D,A
DS-MVTec/bottle/image/broken_small/019.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/bottle/image/broken_small/019.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/bottle/image/broken_small/019.png,There is a defect in the object. What does the defect suggest about the bottle's rim?,B,B
DS-MVTec/bottle/image/broken_small/020.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/broken_small/020.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/bottle/image/broken_small/020.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/bottle/image/broken_small/020.png,There is a defect in the object. How does the defect contrast with the rest of the bottle's inner surface?,D,D
DS-MVTec/bottle/image/broken_small/021.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/broken_small/021.png,There is a defect in the object. What is the type of the defect?,D,B
DS-MVTec/bottle/image/broken_small/021.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/bottle/image/broken_small/021.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/bottle/image/contamination/000.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/contamination/000.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/bottle/image/contamination/000.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/bottle/image/contamination/000.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/bottle/image/contamination/001.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/contamination/001.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/bottle/image/contamination/001.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/bottle/image/contamination/001.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/bottle/image/contamination/001.png,There is a defect in the object. What does the defect indicate?,A,A
DS-MVTec/bottle/image/contamination/002.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/contamination/002.png,There is a defect in the object. What is the type of the defect?,A,A
DS-MVTec/bottle/image/contamination/002.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/bottle/image/contamination/002.png,There is a defect in the object. What could be the effect of this defect?,C,C
DS-MVTec/bottle/image/contamination/003.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/contamination/003.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/bottle/image/contamination/003.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/bottle/image/contamination/004.png,Is there any defect in the object?,B,A
DS-MVTec/bottle/image/contamination/004.png,There is a defect in the object. Where is the defect?,A,B
DS-MVTec/bottle/image/contamination/004.png,There is a defect in the object. What is the appearance of the defect?,D,D
DS-MVTec/bottle/image/contamination/004.png,There is a defect in the object. What is the effect of the defect?,D,D
DS-MVTec/bottle/image/contamination/005.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/contamination/005.png,There is a defect in the object. What is the type of the defect?,A,A
DS-MVTec/bottle/image/contamination/005.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/bottle/image/contamination/005.png,There is a defect in the object. What is the effect of the defect?,D,D
DS-MVTec/bottle/image/contamination/006.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/contamination/006.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/bottle/image/contamination/006.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/bottle/image/contamination/006.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/bottle/image/contamination/006.png,There is a defect in the object. What is the effect of the defect?,D,D
DS-MVTec/bottle/image/contamination/007.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/contamination/007.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/bottle/image/contamination/007.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/bottle/image/contamination/007.png,There is a defect in the object. What is the effect of the defect on the product?,B,B
DS-MVTec/bottle/image/contamination/008.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/contamination/008.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/bottle/image/contamination/008.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/bottle/image/contamination/008.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/bottle/image/contamination/008.png,There is a defect in the object. What could be the effect of the defect?,B,B
DS-MVTec/bottle/image/contamination/009.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/contamination/009.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/bottle/image/contamination/009.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/bottle/image/contamination/009.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/bottle/image/contamination/009.png,There is a defect in the object. What effect does the defect have on the object?,C,C
DS-MVTec/bottle/image/contamination/010.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/contamination/010.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/bottle/image/contamination/010.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/bottle/image/contamination/010.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/bottle/image/contamination/010.png,There is a defect in the object. What is the potential effect of the defect on the bottle?,C,C
DS-MVTec/bottle/image/contamination/011.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/contamination/011.png,There is a defect in the object. What is the type of the defect?,A,A
DS-MVTec/bottle/image/contamination/011.png,There is a defect in the object. Where is the defect?,B,B
DS-MVTec/bottle/image/contamination/011.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/bottle/image/contamination/011.png,There is a defect in the object. What may be the effect of the defect?,D,A
DS-MVTec/bottle/image/contamination/012.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/contamination/012.png,There is a defect in the object. What is the type of the defect?,C,B
DS-MVTec/bottle/image/contamination/012.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/bottle/image/contamination/012.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/bottle/image/contamination/012.png,There is a defect in the object. What is the effect of the defect?,A,A
DS-MVTec/bottle/image/contamination/013.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/contamination/013.png,There is a defect in the object. What is the type of the defect?,A,D
DS-MVTec/bottle/image/contamination/013.png,There is a defect in the object. Where is the defect?,A,A
DS-MVTec/bottle/image/contamination/013.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/bottle/image/contamination/014.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/contamination/014.png,There is a defect in the object. What is the type of the defect?,B,B
DS-MVTec/bottle/image/contamination/014.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/bottle/image/contamination/014.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/bottle/image/contamination/015.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/contamination/015.png,There is a defect in the object. What is the type of the defect?,B,C
DS-MVTec/bottle/image/contamination/015.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/bottle/image/contamination/015.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/bottle/image/contamination/015.png,There is a defect in the object. What is the likely effect of the defect?,B,B
DS-MVTec/bottle/image/contamination/016.png,Is there any defect in the object?,B,A
DS-MVTec/bottle/image/contamination/016.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/bottle/image/contamination/016.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/bottle/image/contamination/016.png,There is a defect in the object. What is the possible effect of the defect?,B,B
DS-MVTec/bottle/image/contamination/017.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/contamination/017.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/bottle/image/contamination/017.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/bottle/image/contamination/017.png,There is a defect in the object. What is the effect of the defect?,B,B
DS-MVTec/bottle/image/contamination/018.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/contamination/018.png,There is a defect in the object. What is the type of the defect?,A,A
DS-MVTec/bottle/image/contamination/018.png,There is a defect in the object. Where is the defect?,A,A
DS-MVTec/bottle/image/contamination/018.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/bottle/image/contamination/018.png,There is a defect in the object. What could be the effect of the defect?,D,D
DS-MVTec/bottle/image/contamination/019.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/contamination/019.png,There is a defect in the object. Where is the defect?,C,C
DS-MVTec/bottle/image/contamination/019.png,There is a defect in the object. What does the defect suggest about its nature?,B,B
DS-MVTec/bottle/image/contamination/020.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/contamination/020.png,There is a defect in the object. What is the type of the defect?,D,D
DS-MVTec/bottle/image/contamination/020.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/bottle/image/contamination/020.png,There is a defect in the object. What is the appearance of the defect?,B,A
DS-MVTec/bottle/image/contamination/020.png,There is a defect in the object. What does the defect suggest?,D,D
DS-MVTec/bottle/image/good/000.png,Is there any defect in the object?,B,A
DS-MVTec/bottle/image/good/001.png,Is there any defect in the object?,B,A
DS-MVTec/bottle/image/good/002.png,Is there any defect in the object?,B,A
DS-MVTec/bottle/image/good/003.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/good/004.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/good/005.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/good/006.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/good/007.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/good/008.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/good/009.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/good/010.png,Is there any defect in the object?,B,A
DS-MVTec/bottle/image/good/011.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/good/012.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/good/013.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/good/014.png,Is there any defect in the object?,A,A
DS-MVTec/bottle/image/good/015.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/good/016.png,Is there any defect in the object?,B,A
DS-MVTec/bottle/image/good/017.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/good/018.png,Is there any defect in the object?,B,B
DS-MVTec/bottle/image/good/019.png,Is there any defect in the object?,B,A
DS-MVTec/cable/image/bent_wire/000.png,Is there any defect in the object?,B,B
DS-MVTec/cable/image/bent_wire/000.png,There is a defect in the object. What is the type of the defect?,A,A
DS-MVTec/cable/image/bent_wire/000.png,There is a defect in the object. Where is the defect?,D,D
DS-MVTec/cable/image/bent_wire/000.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/cable/image/bent_wire/000.png,There is a defect in the object. What could be the effect of the defect?,D,D
DS-MVTec/cable/image/bent_wire/001.png,Is there any defect in the object?,B,B
DS-MVTec/cable/image/bent_wire/001.png,There is a defect in the object. What is the type of the defect?,D,C
DS-MVTec/cable/image/bent_wire/001.png,There is a defect in the object. What is the appearance of the defect?,C,C
DS-MVTec/cable/image/bent_wire/001.png,There is a defect in the object. What is the effect of the defect on the object?,D,D
DS-MVTec/cable/image/bent_wire/002.png,Is there any defect in the object?,B,B
DS-MVTec/cable/image/bent_wire/002.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/cable/image/bent_wire/002.png,There is a defect in the object. Where is the defect?,C,B
DS-MVTec/cable/image/bent_wire/002.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/cable/image/bent_wire/002.png,There is a defect in the object. What potential effect could the defect have?,C,C
DS-MVTec/cable/image/bent_wire/003.png,Is there any defect in the object?,B,B
DS-MVTec/cable/image/bent_wire/003.png,There is a defect in the object. What is the type of the defect?,C,C
DS-MVTec/cable/image/bent_wire/003.png,There is a defect in the object. What is the appearance of the defect?,A,A
DS-MVTec/cable/image/bent_wire/003.png,There is a defect in the object. What additional information is provided about another defect in the cable?,C,C
DS-MVTec/cable/image/bent_wire/004.png,Is there any defect in the object?,A,A
DS-MVTec/cable/image/bent_wire/004.png,There is a defect in the object. Where is the defect located?,C,C
DS-MVTec/cable/image/bent_wire/004.png,There is a defect in the object. What is the appearance of the defect?,B,B
DS-MVTec/cable/image/bent_wire/004.png,There is a defect in the object. What is the potential effect of the defect?,D,D
DS-MVTec/cable/image/bent_wire/005.png,Is there any defect in the object?,B,B
DS-MVTec/cable/image/bent_wire/005.png,There is a defect in the object. What is the type of the defect?,A,A
